cpu_request,mem_request,cpu_limit,mem_limit,runtime_minutes,cpu_usage,ck_DaemonSet,ck_Job,ck_ReplicaSet,ck_ReplicationController,ck_StatefulSet,ck_UNKNOWN
0.01,83886080,0.1,268435456,0.0,0.01171148654,0.0,1.0,0.0,0.0,0.0,0.0
0.5,536870912,2.0,4294967296,10.65883333,0.02995287274,0.0,0.0,1.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.0,0.0064271,0.0,1.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.0,0.006792066667,0.0,1.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.0,0.006653806667,0.0,1.0,0.0,0.0,0.0,0.0
0.01,83886080,0.1,268435456,0.0,0.01209548533,0.0,1.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.0,0.0068603,0.0,1.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.0,0.007271808,0.0,1.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.0,0.003394205,0.0,1.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.0,0.002724558333,0.0,1.0,0.0,0.0,0.0,0.0
0.1,104857600,0.1,104857600,1.792166666,1.36e-05,1.0,0.0,0.0,0.0,0.0,0.0
0.1,104857600,0.1,104857600,3.258833333,1.34e-05,1.0,0.0,0.0,0.0,0.0,0.0
0.1,104857600,0.1,104857600,2.792166666,1.12e-05,1.0,0.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.0,0.005046826667,0.0,1.0,0.0,0.0,0.0,0.0
0.01,16777216,0.1,33554432,2.758833333,0.0006043503319,0.0,0.0,1.0,0.0,0.0,0.0
0.1,104857600,0.1,104857600,2.2255,1.52e-05,1.0,0.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.0,0.004293673333,0.0,1.0,0.0,0.0,0.0,0.0
0.1,104857600,0.1,104857600,1.792166666,1.27e-05,1.0,0.0,0.0,0.0,0.0,0.0
0.01,83886080,0.1,268435456,0.0,0.01042028,0.0,1.0,0.0,0.0,0.0,0.0
0.1,104857600,0.1,104857600,1.308833333,1.46e-05,1.0,0.0,0.0,0.0,0.0,0.0
0.1,104857600,0.1,104857600,1.458833333,1.38e-05,1.0,0.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.0,0.003496583333,0.0,1.0,0.0,0.0,0.0,0.0
0.1,104857600,0.1,104857600,0.8921666662,1.31e-05,1.0,0.0,0.0,0.0,0.0,0.0
0.1,104857600,0.1,104857600,1.4255,0.0,1.0,0.0,0.0,0.0,0.0,0.0
0.1,104857600,0.1,104857600,0.4254999995,0.0006405470652,1.0,0.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,0.2088333329,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.1,134217728,0.3,268435456,11108.61923,0.0012875441,0.0,0.0,1.0,0.0,0.0,0.0
0.1,268435456,0.3,536870912,11110.0359,0.001240757347,0.0,0.0,1.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,11107.41923,0.0003503508928,1.0,0.0,0.0,0.0,0.0,0.0
0.1,2147483648,0.5,4294967296,11108.45257,0.001244872403,0.0,0.0,1.0,0.0,0.0,0.0
1.0,536870912,2.0,1073741824,11104.75257,1.37e-06,0.0,0.0,0.0,0.0,1.0,0.0
0.2,8589934592,1.0,10737418240,11109.45257,0.0204607949,0.0,0.0,0.0,0.0,1.0,0.0
0.01,33554432,0.1,67108864,11107.46923,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.01,25165824,0.2,104857600,11110.41923,1.06e-06,1.0,0.0,0.0,0.0,0.0,0.0
0.1,268435456,0.5,1073741824,11111.7859,0.002410386507,1.0,0.0,0.0,0.0,0.0,0.0
0.01,25165824,0.2,104857600,11112.25257,9.68e-07,1.0,0.0,0.0,0.0,0.0,0.0
0.01,25165824,0.2,104857600,11112.1859,8.2e-07,1.0,0.0,0.0,0.0,0.0,0.0
0.01,134217728,0.1,268435456,11111.01923,0.001095927999,0.0,0.0,1.0,0.0,0.0,0.0
0.1,134217728,0.3,268435456,11110.0359,0.001132243468,0.0,0.0,1.0,0.0,0.0,0.0
0.5,536870912,1.0,1073741824,11110.4859,0.002293625602,0.0,0.0,1.0,0.0,0.0,0.0
0.1,134217728,0.3,268435456,11110.0359,0.0008311685376,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11110.71923,0.003667796791,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11107.4859,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1,268435456,2.0,2147483648,11111.1859,0.1292772315,0.0,0.0,1.0,0.0,0.0,0.0
0.1,134217728,0.22,268435456,11111.11923,0.0001403878108,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11110.50257,0.004198317062,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,11107.2859,0.003219638143,1.0,0.0,0.0,0.0,0.0,0.0
3.072,3221225472,4.096,4294967296,11110.0859,0.06951456115,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11112.3359,0.03066211022,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,8791.752567,0.00488217882,0.0,0.0,1.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,3086.8359,0.00829564578,1.0,0.0,0.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,11109.56923,0.04183100339,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,8635.019233,0.0007389612782,1.0,0.0,0.0,0.0,0.0,0.0
0.1,134217728,0.3,268435456,11110.0359,0.0007561893348,0.0,0.0,1.0,0.0,0.0,0.0
0.75,536870912,1.0,2147483648,11107.4359,0.02536537411,1.0,0.0,0.0,0.0,0.0,0.0
1.5,3221225472,0.0,0,11108.7359,0.008278105206,0.0,0.0,0.0,0.0,1.0,0.0
0.05,2147483648,0.25,2147483648,11107.91923,0.003634761211,0.0,0.0,0.0,0.0,1.0,0.0
0.01,25165824,0.2,104857600,10520.57095,8.77e-07,1.0,0.0,0.0,0.0,0.0,0.0
0.05,268435456,0.2,536870912,5640.9859,0.01969006859,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11110.30257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.01,25165824,0.2,104857600,11112.1859,8.32e-07,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,11110.4859,0.06832677775,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,11108.70257,0.005882882348,0.0,0.0,1.0,0.0,0.0,0.0
0.2,67108864,0.5,268435456,11110.1359,0.00175651,0.0,0.0,1.0,0.0,0.0,0.0
0.01,25165824,0.2,104857600,11112.2859,1.41e-06,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,8635.019233,0.0006628950356,1.0,0.0,0.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,10834.41923,0.04208116497,1.0,0.0,0.0,0.0,0.0,0.0
0.1,1073741824,0.2,1610612736,11111.0859,0.04440583403,0.0,0.0,1.0,0.0,0.0,0.0
0.1,1073741824,0.3,4294967296,11110.0359,0.001248993587,0.0,0.0,1.0,0.0,0.0,0.0
0.1,3221225472,1.0,3221225472,11108.0359,0.005959409219,0.0,0.0,0.0,0.0,1.0,0.0
0.25,536870912,0.25,536870912,11105.21923,1.08e-06,0.0,0.0,1.0,0.0,0.0,0.0
0.1,2147483648,1.0,2147483648,11109.06923,0.00574191025,0.0,0.0,0.0,0.0,1.0,0.0
0.01,33554432,0.1,67108864,11105.8359,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.02,536870912,0.1,1073741824,11105.4859,0.0001717691682,0.0,0.0,1.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,10831.26923,0.008614650834,1.0,0.0,0.0,0.0,0.0,0.0
0.0,64000000,4.0,8589934592,11107.7359,0.0109011738,0.0,0.0,0.0,1.0,0.0,0.0
0.01,67108864,0.1,134217728,11108.5859,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1,1073741824,0.5,2147483648,11105.31923,0.007262383306,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11105.85257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11109.9859,0.007214851985,0.0,0.0,1.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,10830.86923,0.08257531904,1.0,0.0,0.0,0.0,0.0,0.0
0.01,134217728,0.1,268435456,11109.65257,0.002591304809,1.0,0.0,0.0,0.0,0.0,0.0
0.01,83886080,0.1,167772160,11104.26923,4.92e-05,0.0,0.0,1.0,0.0,0.0,0.0
0.02,536870912,0.1,1073741824,11105.4859,0.0001639741285,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11112.36923,0.0351044593,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,11111.8859,0.01862614267,1.0,0.0,0.0,0.0,0.0,0.0
0.0,64000000,4.0,8589934592,11107.85257,0.01109648751,0.0,0.0,0.0,1.0,0.0,0.0
0.01,25165824,0.2,104857600,11109.51923,8.08e-07,1.0,0.0,0.0,0.0,0.0,0.0
0.1,268435456,0.5,805306368,11108.60257,0.001117824527,0.0,0.0,1.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,10831.30257,0.07873946804,1.0,0.0,0.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,11105.85257,0.04066714022,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,11109.25257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11110.9859,0.003227425588,1.0,0.0,0.0,0.0,0.0,0.0
0.01,25165824,0.2,104857600,11111.81923,9.12e-07,1.0,0.0,0.0,0.0,0.0,0.0
3.072,3221225472,4.096,4294967296,11109.00257,2.46e-05,0.0,0.0,1.0,0.0,0.0,0.0
0.001,18874368,0.2,268435456,11110.4859,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.75,1073741824,1.0,2147483648,11108.61923,0.00484067195,0.0,0.0,1.0,0.0,0.0,0.0
0.01,134217728,0.1,268435456,11110.6859,0.002460962966,1.0,0.0,0.0,0.0,0.0,0.0
0.2,8589934592,1.0,10737418240,11105.30257,0.02079566563,0.0,0.0,0.0,0.0,1.0,0.0
0.1,134217728,0.3,268435456,11110.0359,0.00102987019,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11111.95257,0.002148771544,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11109.25257,0.01231754726,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11111.1359,0.003725694655,0.0,0.0,1.0,0.0,0.0,0.0
0.1,2147483648,1.0,3221225472,11109.90257,0.00832281087,0.0,0.0,0.0,0.0,1.0,0.0
0.1,50000000,0.2,100000000,6145.602567,0.1483416648,1.0,0.0,0.0,0.0,0.0,0.0
0.2,134217728,0.5,268435456,11107.8359,0.0001616306687,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0.0,0,11111.01923,7.56e-06,0.0,0.0,1.0,0.0,0.0,0.0
0.1,134217728,0.3,268435456,11110.06923,0.001306737928,0.0,0.0,1.0,0.0,0.0,0.0
0.005,26214400,0.02,104857600,495.9692333,0.0002335342827,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11110.90257,0.004381003081,0.0,0.0,1.0,0.0,0.0,0.0
0.05,268435456,0.5,536870912,8413.7859,0.002978368559,0.0,0.0,1.0,0.0,0.0,0.0
0.01,268435456,0.1,536870912,11107.95257,0.0002880511857,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,4.852566667,0.1368463855,0.0,0.0,1.0,0.0,0.0,0.0
0.01,1073741824,0.2,2147483648,11111.00257,0.004205338528,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,0.5192333341,0.03311319417,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0.0,0,11111.06923,0.0006250122603,1.0,0.0,0.0,0.0,0.0,0.0
0.1,3221225472,1.0,4294967296,11109.45257,0.01106670535,0.0,0.0,0.0,0.0,1.0,0.0
0.02,536870912,0.1,1073741824,11105.8359,0.0001660823984,0.0,0.0,1.0,0.0,0.0,0.0
0.1,3221225472,1.0,3221225472,11108.0359,0.005779252612,0.0,0.0,0.0,0.0,1.0,0.0
0.01,134217728,0.1,268435456,11111.55257,0.003625152091,1.0,0.0,0.0,0.0,0.0,0.0
0.1,3221225472,1.0,3221225472,11108.1359,0.00789849215,0.0,0.0,0.0,0.0,1.0,0.0
0.1,50000000,0.2,100000000,11105.85257,0.04196284885,1.0,0.0,0.0,0.0,0.0,0.0
0.1,268435456,0.5,1073741824,11112.16923,0.01248656889,1.0,0.0,0.0,0.0,0.0,0.0
0.2,67108864,0.5,134217728,11108.7359,0.0171476253,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11108.86923,0.0007490023732,1.0,0.0,0.0,0.0,0.0,0.0
0.1,2147483648,1.0,3221225472,11109.56923,0.00944134722,0.0,0.0,0.0,0.0,1.0,0.0
0.005,20971520,0.05,104857600,11109.06923,0.0003975950422,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11111.00257,0.0001383373039,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11110.06923,0.008126286363,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,11108.75257,0.001604536775,0.0,0.0,0.0,0.0,1.0,0.0
0.512,1073741824,1.024,2147483648,11108.96923,0.0137601207,0.0,0.0,1.0,0.0,0.0,0.0
0.1,1073741824,0.3,4294967296,0.8525666674,0.06819462767,0.0,0.0,1.0,0.0,0.0,0.0
0.1,2147483648,1.0,3221225472,11107.50257,0.009335912757,0.0,0.0,0.0,0.0,1.0,0.0
0.8,536870912,1.0,1073741824,11108.0359,0.0005092272528,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,822.1525667,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1.0,1073741824,4.0,4294967296,11107.91923,0.00553062239,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11105.86923,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,10831.40257,0.01844429988,1.0,0.0,0.0,0.0,0.0,0.0
0.02,67108864,0.2,134217728,11105.30257,0.003258287316,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11108.9859,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.5,536870912,1.0,1073741824,11107.95257,0.03109766469,0.0,0.0,0.0,0.0,1.0,0.0
0.1,134217728,0.1,1073741824,11109.95257,0.09050264646,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11111.0359,3.93e-05,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6442450944,0.0,0,11112.01923,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11109.60257,0.006206159845,1.0,0.0,0.0,0.0,0.0,0.0
0.512,536870912,0.512,536870912,11109.4359,0.06967505811,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11105.8359,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11108.85257,0.0005957423959,1.0,0.0,0.0,0.0,0.0,0.0
0.1,134217728,0.3,268435456,11110.05257,0.001233398864,0.0,0.0,1.0,0.0,0.0,0.0
0.01,16777216,0.1,33554432,11111.91923,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.005,26214400,0.02,104857600,1267.502567,0.0002307302922,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11109.9859,0.004076673787,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,11107.40257,0.003673557879,1.0,0.0,0.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11111.20257,0.0001542100487,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11111.46923,0.000626244515,1.0,0.0,0.0,0.0,0.0,0.0
0.1,3221225472,1.0,3221225472,11105.30257,0.008809581327,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0.0,0,11109.70257,0.03277584625,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0.0,0,11112.25257,0.08749224818,1.0,0.0,0.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,10831.06923,0.1469991186,1.0,0.0,0.0,0.0,0.0,0.0
0.01,33554432,0.1,134217728,11107.6859,1.15e-06,0.0,0.0,1.0,0.0,0.0,0.0
0.1,3221225472,1.0,3221225472,11109.45257,0.009487307687,0.0,0.0,0.0,0.0,1.0,0.0
0.01,134217728,0.1,536870912,11111.41923,0.01391073326,0.0,0.0,1.0,0.0,0.0,0.0
1.024,1073741824,2.048,2147483648,11111.26923,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.005,26214400,0.02,104857600,313.7025667,0.0002511560667,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11112.51923,0.05488544642,1.0,0.0,0.0,0.0,0.0,0.0
0.01,268435456,0.1,536870912,11110.9859,0.0002234298612,0.0,0.0,1.0,0.0,0.0,0.0
0.512,536870912,0.512,536870912,11109.65257,0.07770446887,0.0,0.0,1.0,0.0,0.0,0.0
0.02,536870912,0.1,1073741824,11105.2859,0.0001675306007,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,134217728,11108.96923,0.00109911398,0.0,0.0,1.0,0.0,0.0,0.0
0.1,2147483648,1.0,2147483648,11109.40257,0.005848005436,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,0.0,0,11112.2359,0.0306764959,1.0,0.0,0.0,0.0,0.0,0.0
0.01,134217728,0.1,268435456,11111.85257,0.002436167877,1.0,0.0,0.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,11110.90257,0.0003575197868,1.0,0.0,0.0,0.0,0.0,0.0
0.1,134217728,0.3,268435456,11110.05257,0.001121221962,0.0,0.0,1.0,0.0,0.0,0.0
0.1,268435456,0.3,536870912,11110.0359,0.000745431852,0.0,0.0,1.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,11110.06923,0.0003570018407,1.0,0.0,0.0,0.0,0.0,0.0
1.0,536870912,2.0,1073741824,11108.56923,0.4897048263,0.0,0.0,0.0,0.0,1.0,0.0
0.1,50000000,0.2,100000000,11105.15257,0.04933448672,1.0,0.0,0.0,0.0,0.0,0.0
0.1,268435456,0.5,1073741824,11112.16923,0.0225765229,1.0,0.0,0.0,0.0,0.0,0.0
0.0,64000000,4.0,8589934592,11106.8859,0.01112415104,0.0,0.0,0.0,1.0,0.0,0.0
0.0,0,0.0,0,11112.25257,0.04471877545,1.0,0.0,0.0,0.0,0.0,0.0
0.01,33554432,0.1,134217728,11107.6859,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.02,419430400,0.2,838860800,11106.15257,0.02048662482,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,8603.4859,0.0007073857708,1.0,0.0,0.0,0.0,0.0,0.0
0.8,536870912,1.0,1073741824,566.1525667,0.002767435107,0.0,0.0,1.0,0.0,0.0,0.0
0.1,134217728,0.5,536870912,11111.00257,0.0001218449062,0.0,0.0,1.0,0.0,0.0,0.0
0.256,1342177280,1.024,2684354560,11112.15257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.02,536870912,0.1,1073741824,11105.4859,0.0001640096599,0.0,0.0,1.0,0.0,0.0,0.0
0.01,134217728,0.1,268435456,11111.75257,0.002683186129,1.0,0.0,0.0,0.0,0.0,0.0
4.0,4294967296,8.0,8589934592,11105.25257,0.04564114702,0.0,0.0,1.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,10834.50257,0.08051348795,1.0,0.0,0.0,0.0,0.0,0.0
0.05,67108864,0.2,134217728,11109.50257,0.002576764164,0.0,0.0,1.0,0.0,0.0,0.0
2.0,3221225472,3.0,6442450944,11105.56923,0.0008745702633,0.0,0.0,1.0,0.0,0.0,0.0
0.005,26214400,0.02,104857600,3372.469233,0.0005416568136,0.0,0.0,1.0,0.0,0.0,0.0
0.1,268435456,0.5,1073741824,11112.2359,0.01756289267,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6442450944,2.0,12884901888,11107.6859,0.2566241505,0.0,0.0,0.0,0.0,1.0,0.0
0.005,26214400,0.02,104857600,9101.902567,0.0003566107295,0.0,0.0,1.0,0.0,0.0,0.0
0.01,67108864,0.1,134217728,11108.95257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.005,26214400,0.02,104857600,616.9859,0.0002233680733,0.0,0.0,1.0,0.0,0.0,0.0
0.01,134217728,0.1,268435456,11105.26923,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1,134217728,0.25,268435456,11109.06923,0.000421555829,0.0,0.0,1.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,11107.9359,0.1999885262,1.0,0.0,0.0,0.0,0.0,0.0
0.25,268435456,0.5,536870912,11110.86923,0.004865899793,0.0,0.0,1.0,0.0,0.0,0.0
0.1,47185920,1.0,104857600,11111.00257,0.0004265707888,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11110.30257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1,3221225472,1.0,4294967296,11108.0359,0.007514967799,0.0,0.0,0.0,0.0,1.0,0.0
0.1,536870912,0.0,536870912,11109.06923,0.08543188844,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11111.01923,0.001830861082,0.0,0.0,1.0,0.0,0.0,0.0
0.1,268435456,2.0,3221225472,11111.1859,0.1216930927,0.0,0.0,1.0,0.0,0.0,0.0
0.01,25165824,0.2,104857600,11112.20257,8.53e-07,1.0,0.0,0.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,11108.65257,0.0003591819269,1.0,0.0,0.0,0.0,0.0,0.0
0.0,64000000,4.0,8589934592,11106.8859,0.01112701188,0.0,0.0,0.0,1.0,0.0,0.0
0.1,3221225472,1.0,4294967296,11105.2359,0.007180348852,0.0,0.0,0.0,0.0,1.0,0.0
0.01,134217728,0.1,268435456,11108.9359,0.004322861335,1.0,0.0,0.0,0.0,0.0,0.0
0.2,8589934592,1.0,10737418240,11109.56923,0.0197114652,0.0,0.0,0.0,0.0,1.0,0.0
0.1,67108864,0.2,134217728,11109.50257,0.0003495798779,1.0,0.0,0.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11105.85257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,11110.05257,0.08540054315,1.0,0.0,0.0,0.0,0.0,0.0
0.01,67108864,0.5,134217728,11110.06923,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.1,268435456,0.5,1073741824,11112.15257,0.01601014615,1.0,0.0,0.0,0.0,0.0,0.0
0.1,1073741824,0.3,4294967296,11113.05982,0.04857770309,0.0,0.0,1.0,0.0,0.0,0.0
0.01,134217728,0.1,268435456,11111.40257,0.004233134587,1.0,0.0,0.0,0.0,0.0,0.0
0.02,536870912,0.1,1073741824,11105.4859,0.0001688596417,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,7961.369233,0.0005993515928,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6442450944,2.0,12884901888,11108.31923,0.006177642885,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11110.5359,0.04283657814,1.0,0.0,0.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,11105.2859,0.04935107645,1.0,0.0,0.0,0.0,0.0,0.0
0.8,536870912,1.0,1073741824,11110.70257,8.1e-05,0.0,0.0,1.0,0.0,0.0,0.0
0.02,536870912,0.1,1073741824,11105.30257,0.0001795817484,0.0,0.0,1.0,0.0,0.0,0.0
0.25,268435456,0.5,536870912,11110.7359,0.01358466575,0.0,0.0,1.0,0.0,0.0,0.0
0.1,268435456,0.5,1073741824,11112.26923,0.01075177954,1.0,0.0,0.0,0.0,0.0,0.0
0.0,0,0.0,0,11112.35257,0.03382374491,0.0,0.0,1.0,0.0,0.0,0.0
0.1,134217728,0.25,268435456,1233.1359,0.001958832418,0.0,0.0,1.0,0.0,0.0,0.0
0.0,64000000,4.0,8589934592,11107.90257,0.01088651239,0.0,0.0,0.0,1.0,0.0,0.0
0.01,536870912,0.1,1073741824,11107.51923,0.1000240999,0.0,0.0,1.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,11109.35257,0.2000302639,1.0,0.0,0.0,0.0,0.0,0.0
0.01,134217728,0.1,268435456,11111.3859,0.003168598426,1.0,0.0,0.0,0.0,0.0,0.0
0.0,64000000,4.0,8589934592,11106.8859,0.01108737996,0.0,0.0,0.0,1.0,0.0,0.0
0.75,536870912,1.0,2147483648,11109.35257,0.02667330685,1.0,0.0,0.0,0.0,0.0,0.0
0.01,33554432,0.1,134217728,11104.35257,0.0008632268179,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11104.11923,0.004619899589,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,1.735900001,0.006433743539,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11104.1359,0.004481437819,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11103.70257,0.004720439888,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,11103.70257,0.004558680547,0.0,0.0,1.0,0.0,0.0,0.0
0.01,33554432,0.1,67108864,0.7525666674,0.001037740855,0.0,0.0,1.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,10820.51923,0.1505157323,1.0,0.0,0.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,11102.41923,0.05725721592,1.0,0.0,0.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,11102.3359,0.0003380752201,1.0,0.0,0.0,0.0,0.0,0.0
0.1,50000000,0.2,100000000,10139.4359,0.05576310883,1.0,0.0,0.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,11102.4359,0.1310130759,1.0,0.0,0.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,11102.4359,0.0003580539223,1.0,0.0,0.0,0.0,0.0,0.0
0.01,16777216,0.1,33554432,11095.96923,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.01,16777216,0.1,33554432,11095.95257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.01,16777216,0.1,33554432,11095.95257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.01,16777216,0.1,33554432,11095.95257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.01,16777216,0.1,33554432,11095.9359,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.01,16777216,0.1,33554432,11095.95257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.01,16777216,0.1,33554432,11095.95257,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.01,16777216,0.1,33554432,11094.3359,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.0,0,0.0,0,11094.51923,0.0005114922542,0.0,0.0,0.0,0.0,1.0,0.0
0.2,536870912,0.5,536870912,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.01,25165824,0.2,104857600,10458.51923,8.27e-07,1.0,0.0,0.0,0.0,0.0,0.0
0.1,67108864,0.2,134217728,10409.5359,0.008847832426,1.0,0.0,0.0,0.0,0.0,0.0
